Depth [m]	Temperature [degC]	Salinity [PSU]	Oxygen [umol/kg]
230.2	13.324	35.819	199.4
231.2	13.311	35.818	199.28
232.2	13.295	35.817	199.14
233.2	13.285	35.814	199.05
234.1	13.28	35.812	199.03
235.1	13.276	35.811	199.05
236.1	13.274	35.81	199.1
237.1	13.271	35.81	199.15
238.1	13.266	35.81	199.21
239.1	13.259	35.81	199.31
240.1	13.253	35.808	199.43
241.1	13.25	35.807	199.55
242.1	13.249	35.807	199.67
243.1	13.246	35.807	199.77
244.1	13.237	35.807	199.81
245.0	13.22	35.807	199.83
246.0	13.197	35.807	199.85
247.0	13.158	35.805	199.88
248.0	13.119	35.798	199.91
249.0	13.099	35.791	199.93
250.0	13.086	35.788	199.91
251.0	13.071	35.787	199.87
252.0	13.057	35.785	199.83
253.0	13.045	35.784	199.83
254.0	13.029	35.782	199.85
255.0	13.015	35.779	199.89
256.0	13.006	35.777	199.91
256.9	12.993	35.776	199.91
257.9	12.982	35.774	199.88
258.9	12.976	35.772	199.85
259.9	12.973	35.772	199.83
260.9	12.97	35.771	199.85
261.9	12.968	35.771	199.88
262.9	12.966	35.771	199.92
263.9	12.963	35.77	199.93
264.9	12.957	35.77	199.92
265.9	12.945	35.771	199.89
266.9	12.927	35.77	199.87
267.9	12.911	35.767	199.85
268.8	12.897	35.765	199.85
269.8	12.883	35.763	199.83
270.8	12.87	35.761	199.79
271.8	12.86	35.759	199.72
272.8	12.855	35.757	199.63
273.8	12.853	35.756	199.53
274.8	12.852	35.756	199.44
275.8	12.851	35.756	199.37
276.8	12.851	35.756	199.32
277.8	12.848	35.756	199.25
278.8	12.841	35.756	199.17
279.7	12.833	35.755	199.09
280.7	12.827	35.754	199.02
281.7	12.819	35.754	198.97
282.7	12.812	35.752	198.94
283.7	12.807	35.751	198.93
284.7	12.804	35.751	198.91
285.7	12.801	35.75	198.88
286.7	12.798	35.75	198.84
287.7	12.792	35.75	198.8
288.7	12.784	35.75	198.79
289.7	12.773	35.749	198.8
290.7	12.764	35.747	198.8
291.6	12.758	35.745	198.8
292.6	12.753	35.745	198.77
293.6	12.747	35.745	198.74
294.6	12.736	35.745	198.72
295.6	12.72	35.744	198.71
296.6	12.701	35.742	198.71
297.6	12.683	35.739	198.7
298.6	12.669	35.737	198.67
299.6	12.653	35.736	198.62
300.6	12.633	35.734	198.55
301.6	12.617	35.732	198.48
302.5	12.606	35.729	198.41
303.5	12.6	35.727	198.35
304.5	12.597	35.726	198.28
305.5	12.593	35.726	198.2
306.5	12.588	35.726	198.12
307.5	12.583	35.725	198.03
308.5	12.577	35.725	197.95
309.5	12.567	35.725	197.86
310.5	12.556	35.724	197.79
311.5	12.549	35.722	197.71
312.5	12.545	35.721	197.65
313.5	12.538	35.721	197.59
314.4	12.532	35.719	197.54
315.4	12.526	35.719	197.49
316.4	12.514	35.718	197.43
317.4	12.504	35.716	197.38
318.4	12.5	35.714	197.35
319.4	12.495	35.714	197.34
320.4	12.489	35.713	197.37
321.4	12.483	35.713	197.43
322.4	12.474	35.712	197.51
323.4	12.461	35.712	197.61
324.4	12.451	35.71	197.71
325.3	12.447	35.708	197.81
326.3	12.44	35.709	197.91
327.3	12.423	35.709	198.03
328.3	12.411	35.707	198.16
329.3	12.407	35.705	198.3
330.3	12.403	35.705	198.42
331.3	12.397	35.705	198.51
332.3	12.392	35.704	198.57
333.3	12.386	35.704	198.61
334.3	12.372	35.704	198.62
335.3	12.359	35.702	198.63
336.2	12.353	35.7	198.65
337.2	12.349	35.7	198.66
338.2	12.342	35.7	198.66
339.2	12.334	35.7	198.64
340.2	12.326	35.699	198.61
341.2	12.322	35.698	198.58
342.2	12.317	35.697	198.55
343.2	12.31	35.697	198.53
344.2	12.303	35.696	198.53
345.2	12.297	35.695	198.54
346.2	12.289	35.694	198.55
347.1	12.279	35.693	198.56
348.1	12.268	35.692	198.57
349.1	12.259	35.691	198.58
350.1	12.251	35.69	198.6
351.1	12.247	35.689	198.6
352.1	12.245	35.688	198.61
353.1	12.243	35.688	198.6
354.1	12.24	35.688	198.58
355.1	12.234	35.688	198.55
356.1	12.217	35.689	198.51
357.1	12.187	35.688	198.46
358.0	12.162	35.683	198.42
359.0	12.145	35.679	198.37
360.0	12.133	35.677	198.31
361.0	12.126	35.675	198.24
362.0	12.121	35.675	198.18
363.0	12.113	35.675	198.11
364.0	12.103	35.674	198.05
365.0	12.097	35.673	197.97
366.0	12.093	35.671	197.9
367.0	12.092	35.671	197.81
368.0	12.088	35.672	197.72
368.9	12.079	35.672	197.62
369.9	12.065	35.671	197.51
370.9	12.051	35.669	197.41
371.9	12.043	35.667	197.31
372.9	12.037	35.666	197.23
373.9	12.032	35.666	197.14
374.9	12.024	35.666	197.06
375.9	12.007	35.666	196.98
376.9	11.986	35.664	196.89
377.9	11.975	35.661	196.79
378.9	11.969	35.66	196.68
379.8	11.964	35.659	196.56
380.8	11.96	35.659	196.44
381.8	11.959	35.658	196.31
382.8	11.957	35.659	196.17
383.8	11.953	35.659	196.02
384.8	11.948	35.658	195.87
385.8	11.943	35.658	195.71
386.8	11.938	35.657	195.54
387.8	11.93	35.657	195.37
388.8	11.922	35.655	195.2
389.8	11.917	35.654	195.05
390.7	11.914	35.653	194.91
391.7	11.912	35.653	194.78
392.7	11.908	35.653	194.65
393.7	11.904	35.653	194.52
394.7	11.898	35.653	194.38
395.7	11.893	35.653	194.23
396.7	11.888	35.652	194.09
397.7	11.886	35.652	193.98
398.7	11.886	35.651	193.88
399.7	11.886	35.651	193.81
400.7	11.885	35.652	193.75
401.6	11.882	35.652	193.68
402.6	11.876	35.652	193.61
403.6	11.869	35.652	193.54
404.6	11.862	35.652	193.49
405.6	11.858	35.651	193.47
406.6	11.855	35.651	193.47
407.6	11.853	35.651	193.47
408.6	11.852	35.651	193.47
409.6	11.85	35.651	193.45
410.6	11.845	35.651	193.42
411.6	11.84	35.651	193.38
412.5	11.836	35.65	193.36
413.5	11.83	35.65	193.36
414.5	11.824	35.65	193.36
415.5	11.816	35.65	193.34
416.5	11.803	35.649	193.29
417.5	11.789	35.648	193.22
418.5	11.777	35.647	193.14
419.5	11.763	35.646	193.05
420.5	11.748	35.646	192.96
421.5	11.737	35.644	192.88
422.5	11.729	35.643	192.79
423.4	11.725	35.642	192.7
424.4	11.723	35.641	192.6
425.4	11.723	35.64	192.5
426.4	11.723	35.64	192.39
427.4	11.722	35.641	192.31
428.4	11.719	35.641	192.26
429.4	11.715	35.641	192.22
430.4	11.711	35.641	192.2
431.4	11.709	35.641	192.19
432.4	11.707	35.641	192.18
433.3	11.704	35.641	192.17
434.3	11.699	35.64	192.14
435.3	11.694	35.64	192.09
436.3	11.688	35.64	192.05
437.3	11.681	35.64	192.01
438.3	11.674	35.639	191.97
439.3	11.669	35.638	191.92
440.3	11.666	35.638	191.87
441.3	11.663	35.638	191.81
442.3	11.657	35.638	191.74
443.3	11.65	35.638	191.67
444.2	11.644	35.637	191.6
445.2	11.641	35.637	191.55
446.2	11.638	35.636	191.52
447.2	11.635	35.636	191.51
448.2	11.631	35.636	191.5
449.2	11.628	35.636	191.47
450.2	11.625	35.635	191.44
451.2	11.624	35.635	191.4
452.2	11.62	35.635	191.35
453.2	11.612	35.636	191.31
454.2	11.598	35.636	191.28
455.1	11.585	35.635	191.26
456.1	11.577	35.634	191.26
457.1	11.57	35.633	191.24
458.1	11.562	35.632	191.21
459.1	11.557	35.631	191.18
460.1	11.555	35.631	191.15
461.1	11.553	35.63	191.13
462.1	11.553	35.63	191.12
463.1	11.551	35.631	191.12
464.1	11.543	35.631	191.11
465.0	11.531	35.63	191.09
466.0	11.523	35.629	191.05
467.0	11.518	35.628	190.98
468.0	11.515	35.628	190.91
469.0	11.513	35.628	190.85
470.0	11.508	35.63	190.79
471.0	11.498	35.631	190.74
472.0	11.488	35.63	190.69
473.0	11.481	35.628	190.64
474.0	11.478	35.627	190.58
475.0	11.475	35.627	190.52
475.9	11.472	35.626	190.46
476.9	11.469	35.626	190.4
477.9	11.466	35.627	190.34
478.9	11.463	35.627	190.29
479.9	11.462	35.627	190.25
480.9	11.46	35.628	190.21
481.9	11.459	35.628	190.16
482.9	11.458	35.628	190.11
483.9	11.457	35.629	190.04
484.9	11.455	35.629	189.98
485.8	11.45	35.631	189.92
486.8	11.441	35.633	189.88
487.8	11.432	35.633	189.86
488.8	11.425	35.633	189.85
489.8	11.42	35.633	189.82
490.8	11.412	35.634	189.78
491.8	11.402	35.636	189.71
492.8	11.394	35.636	189.63
493.8	11.389	35.637	189.56
494.8	11.386	35.636	189.5
495.7	11.384	35.636	189.44
496.7	11.38	35.636	189.38
497.7	11.377	35.635	189.3
498.7	11.376	35.635	189.21
499.7	11.371	35.635	189.12
500.7	11.356	35.637	189.04
501.7	11.34	35.636	188.98
502.7	11.332	35.635	188.96
503.7	11.328	35.634	188.94
504.7	11.325	35.633	188.93
505.7	11.324	35.633	188.9
506.6	11.323	35.633	188.86
507.6	11.323	35.633	188.81
508.6	11.322	35.633	188.75
509.6	11.322	35.634	188.7
510.6	11.319	35.634	188.65
511.6	11.312	35.635	188.59
512.6	11.307	35.635	188.52
513.6	11.304	35.635	188.41
514.6	11.301	35.635	188.28
515.6	11.297	35.636	188.14
516.5	11.292	35.637	188.0
517.5	11.288	35.637	187.88
518.5	11.282	35.638	187.78
519.5	11.273	35.639	187.68
520.5	11.267	35.639	187.59
521.5	11.263	35.638	187.49
522.5	11.26	35.638	187.36
523.5	11.258	35.638	187.23
524.5	11.255	35.638	187.1
525.5	11.253	35.639	187.0
526.4	11.251	35.639	186.92
527.4	11.247	35.639	186.85
528.4	11.245	35.639	186.78
529.4	11.243	35.639	186.71
530.4	11.241	35.639	186.62
531.4	11.239	35.638	186.53
532.4	11.234	35.638	186.44
533.4	11.231	35.638	186.36
534.4	11.229	35.637	186.3
535.4	11.226	35.637	186.26
536.3	11.222	35.637	186.21
537.3	11.215	35.637	186.14
538.3	11.197	35.638	186.05
539.3	11.175	35.638	185.93
540.3	11.164	35.636	185.8
541.3	11.16	35.636	185.65
542.3	11.158	35.635	185.5
543.3	11.157	35.636	185.35
544.3	11.147	35.639	185.19
545.3	11.13	35.641	185.02
546.2	11.12	35.641	184.83
547.2	11.115	35.64	184.63
548.2	11.113	35.639	184.41
549.2	11.11	35.64	184.18
550.2	11.106	35.64	183.96
551.2	11.101	35.641	183.75
552.2	11.091	35.641	183.55
553.2	11.077	35.644	183.34
554.2	11.069	35.647	183.11
555.2	11.066	35.651	182.89
556.1	11.066	35.654	182.66
557.1	11.067	35.656	182.44
558.1	11.069	35.657	182.23
559.1	11.068	35.657	182.04
560.1	11.066	35.658	181.85
561.1	11.063	35.658	181.67
562.1	11.059	35.658	181.5
563.1	11.052	35.658	181.32
564.1	11.044	35.661	181.15
565.1	11.033	35.665	180.99
566.0	11.019	35.667	180.83
567.0	11.006	35.667	180.68
568.0	10.999	35.666	180.53
569.0	11.001	35.667	180.38
570.0	11.003	35.669	180.24
571.0	11.004	35.669	180.1
572.0	11.005	35.67	179.97
573.0	11.005	35.67	179.84
574.0	11.005	35.67	179.73
575.0	11.005	35.67	179.64
575.9	11.007	35.671	179.57
576.9	11.013	35.673	179.49
577.9	11.018	35.677	179.41
578.9	11.017	35.68	179.33
579.9	11.013	35.681	179.25
580.9	11.006	35.681	179.17
581.9	11.0	35.68	179.07
582.9	10.997	35.679	178.97
583.9	10.994	35.678	178.86
584.9	10.989	35.679	178.74
585.8	10.982	35.68	178.6
586.8	10.975	35.681	178.45
587.8	10.974	35.683	178.31
588.8	10.977	35.685	178.17
589.8	10.981	35.687	178.03
590.8	10.984	35.688	177.9
591.8	10.987	35.689	177.78
592.8	10.99	35.69	177.68
593.8	10.992	35.691	177.61
594.8	10.997	35.692	177.55
595.7	11.014	35.693	177.51
596.7	11.045	35.701	177.48
597.7	11.07	35.712	177.48
598.7	11.082	35.719	177.5
599.7	11.094	35.722	177.52
600.7	11.122	35.728	177.56
601.7	11.148	35.739	177.62
602.7	11.153	35.747	177.68
603.7	11.149	35.75	177.74
604.7	11.147	35.75	177.8
605.6	11.147	35.75	177.86
606.6	11.15	35.751	177.92
607.6	11.151	35.752	177.98
608.6	11.15	35.753	178.05
609.6	11.146	35.755	178.11
610.6	11.136	35.757	178.18
611.6	11.124	35.758	178.24
612.6	11.112	35.757	178.3
613.6	11.106	35.758	178.36
614.5	11.113	35.763	178.43
615.5	11.133	35.771	178.53
616.5	11.157	35.781	178.64
617.5	11.176	35.79	178.77
618.5	11.194	35.797	178.91
619.5	11.209	35.804	179.04
620.5	11.22	35.809	179.18
621.5	11.23	35.814	179.32
622.5	11.238	35.817	179.46
623.5	11.244	35.82	179.61
624.4	11.249	35.822	179.75
625.4	11.25	35.823	179.87
626.4	11.25	35.824	179.97
627.4	11.251	35.824	180.05
628.4	11.253	35.824	180.1
629.4	11.256	35.825	180.15
630.4	11.258	35.826	180.18
631.4	11.259	35.827	180.2
632.4	11.26	35.827	180.22
633.4	11.261	35.828	180.25
634.3	11.264	35.829	180.27
635.3	11.265	35.831	180.31
636.3	11.266	35.833	180.37
637.3	11.269	35.834	180.45
638.3	11.276	35.837	180.55
639.3	11.284	35.843	180.65
640.3	11.288	35.847	180.78
641.3	11.288	35.849	180.92
642.3	11.289	35.85	181.09
643.3	11.288	35.852	181.26
644.2	11.287	35.853	181.44
645.2	11.283	35.853	181.6
646.2	11.274	35.854	181.76
647.2	11.262	35.853	181.89
648.2	11.25	35.852	182.01
649.2	11.236	35.851	182.1
650.2	11.225	35.85	182.17
651.2	11.218	35.849	182.21
652.2	11.211	35.848	182.23
653.1	11.206	35.847	182.23
654.1	11.199	35.847	182.2
655.1	11.191	35.846	182.16
656.1	11.18	35.845	182.12
657.1	11.169	35.843	182.06
658.1	11.166	35.842	182.0
659.1	11.179	35.846	181.95
660.1	11.196	35.853	181.89
661.1	11.204	35.859	181.85
662.1	11.207	35.862	181.82
663.0	11.208	35.863	181.8
664.0	11.215	35.865	181.8
665.0	11.23	35.87	181.8
666.0	11.248	35.879	181.81
667.0	11.268	35.885	181.83
668.0	11.289	35.894	181.86
669.0	11.301	35.902	181.91
670.0	11.312	35.906	181.98
671.0	11.33	35.911	182.08
671.9	11.352	35.917	182.19
672.9	11.367	35.924	182.31
673.9	11.376	35.928	182.46
674.9	11.397	35.926	182.63
675.9	11.482	35.945	182.81
676.9	11.549	35.976	183.02
677.9	11.559	35.988	183.26
678.9	11.558	35.991	183.5
679.9	11.557	35.991	183.75
680.9	11.557	35.991	183.99
681.8	11.565	35.991	184.22
682.8	11.579	35.996	184.43
683.8	11.585	36.002	184.63
684.8	11.584	36.005	184.81
685.8	11.581	36.006	184.97
686.8	11.581	36.006	185.1
687.8	11.585	36.007	185.2
688.8	11.595	36.01	185.27
689.8	11.61	36.014	185.33
690.7	11.625	36.021	185.38
691.7	11.637	36.025	185.42
692.7	11.644	36.028	185.47
693.7	11.653	36.033	185.52
694.7	11.664	36.038	185.58
695.7	11.679	36.043	185.64
696.7	11.691	36.049	185.73
697.7	11.703	36.052	185.83
698.7	11.724	36.057	185.96
699.6	11.741	36.065	186.12
700.6	11.75	36.07	186.29
701.6	11.771	36.072	186.47
702.6	11.8	36.081	186.66
703.6	11.82	36.094	186.84
704.6	11.825	36.098	187.02
705.6	11.831	36.099	187.18
706.6	11.839	36.101	187.33
707.6	11.845	36.103	187.47
708.6	11.847	36.105	187.59
709.5	11.848	36.106	187.69
710.5	11.846	36.107	187.77
711.5	11.841	36.107	187.83
712.5	11.843	36.106	187.87
713.5	11.849	36.106	187.9
714.5	11.861	36.108	187.92
715.5	11.876	36.112	187.95
716.5	11.883	36.116	187.99
717.5	11.887	36.118	188.04
718.4	11.893	36.119	188.1
719.4	11.897	36.122	188.16
720.4	11.901	36.123	188.22
721.4	11.905	36.124	188.26
722.4	11.908	36.126	188.31
723.4	11.911	36.127	188.36
724.4	11.918	36.129	188.42
725.4	11.926	36.131	188.49
726.4	11.934	36.133	188.55
727.3	11.951	36.136	188.6
728.3	11.965	36.143	188.64
729.3	11.972	36.148	188.68
730.3	11.98	36.152	188.71
731.3	11.989	36.157	188.76
732.3	11.994	36.161	188.84
733.3	11.999	36.163	188.95
734.3	12.004	36.165	189.07
735.3	12.011	36.168	189.2
736.3	12.02	36.171	189.36
737.2	12.028	36.173	189.55
738.2	12.036	36.175	189.74
739.2	12.048	36.177	189.93
740.2	12.058	36.183	190.11
741.2	12.059	36.188	190.24
742.2	12.055	36.189	190.32
743.2	12.055	36.189	190.32
744.2	12.013	36.19	190.24
745.2	11.789	36.172	190.07
746.1	11.478	36.112	189.8
747.1	11.338	36.054	189.41
748.1	11.279	36.029	188.91
749.1	11.229	36.011	188.32
750.1	11.186	35.999	187.68
751.1	11.161	35.994	187.01
752.1	11.144	35.991	186.34
753.1	11.131	35.988	185.68
754.1	11.124	35.986	185.06
755.0	11.117	35.985	184.49
756.0	11.112	35.985	183.96
757.0	11.109	35.985	183.49
758.0	11.106	35.985	183.1
759.0	11.105	35.985	182.77
760.0	11.104	35.985	182.51
761.0	11.104	35.985	182.29
762.0	11.103	35.985	182.11
763.0	11.102	35.985	181.95
763.9	11.1	35.985	181.81
764.9	11.098	35.985	181.69
765.9	11.094	35.985	181.58
766.9	11.089	35.984	181.48
767.9	11.084	35.985	181.41
768.9	11.075	35.986	181.37
769.9	11.066	35.986	181.35
770.9	11.06	35.986	181.35
771.9	11.053	35.986	181.36
772.8	11.045	35.986	181.37
773.8	11.041	35.985	181.4
774.8	11.038	35.985	181.43
775.8	11.029	35.986	181.46
776.8	11.018	35.986	181.49
777.8	11.013	35.984	181.51
778.8	11.002	35.984	181.49
779.8	10.983	35.984	181.44
780.8	10.954	35.979	181.36
781.7	10.936	35.975	181.26
782.7	10.923	35.972	181.14
783.7	10.913	35.97	181.0
784.7	10.908	35.968	180.84
785.7	10.913	35.969	180.67
786.7	10.915	35.97	180.49
787.7	10.914	35.971	180.31
788.7	10.908	35.973	180.13
789.7	10.903	35.972	179.97
790.6	10.898	35.971	179.81
791.6	10.874	35.971	179.66
792.6	10.834	35.965	179.5
793.6	10.805	35.954	179.35
794.6	10.783	35.953	179.22
795.6	10.759	35.949	179.09
796.6	10.746	35.941	178.97
797.6	10.755	35.937	178.85
798.6	10.759	35.939	178.73
799.5	10.751	35.942	178.6
800.5	10.727	35.937	178.48
801.5	10.718	35.935	178.39
802.5	10.698	35.935	178.34
803.5	10.681	35.931	178.31
804.5	10.674	35.927	178.3
805.5	10.671	35.925	178.3
806.5	10.673	35.925	178.31
807.5	10.673	35.927	178.33
808.4	10.672	35.927	178.35
809.4	10.675	35.927	178.39
810.4	10.69	35.93	178.44
811.4	10.689	35.935	178.49
812.4	10.672	35.937	178.53
813.4	10.666	35.933	178.55
814.4	10.667	35.932	178.55
815.4	10.672	35.933	178.54
816.4	10.688	35.938	178.52
817.3	10.706	35.947	178.5
818.3	10.713	35.954	178.49
819.3	10.716	35.956	178.5
820.3	10.717	35.959	178.52
821.3	10.716	35.96	178.53
822.3	10.717	35.961	178.53
823.3	10.72	35.961	178.53
824.3	10.725	35.962	178.53
825.3	10.745	35.965	178.56
826.2	10.763	35.973	178.6
827.2	10.77	35.98	178.66
828.2	10.777	35.982	178.73
829.2	10.792	35.984	178.8
830.2	10.822	35.991	178.86
831.2	10.838	36.001	178.93
832.2	10.842	36.004	179.04
833.2	10.843	36.006	179.17
834.2	10.841	36.006	179.33
835.1	10.846	36.006	179.49
836.1	10.873	36.011	179.65
837.1	10.925	36.021	179.82
838.1	10.972	36.035	179.98
839.1	10.982	36.043	180.12
840.1	10.986	36.045	180.25
841.1	10.994	36.048	180.36
842.1	10.998	36.049	180.44
843.1	10.983	36.054	180.48
844.0	10.943	36.052	180.49
845.0	10.92	36.041	180.48
846.0	10.903	36.034	180.45
847.0	10.89	36.031	180.4
848.0	10.873	36.028	180.35
849.0	10.881	36.026	180.28
850.0	10.906	36.028	180.24
851.0	10.928	36.041	180.23
852.0	10.948	36.049	180.23
852.9	10.962	36.056	180.26
853.9	10.964	36.062	180.29
854.9	10.955	36.061	180.33
855.9	10.947	36.058	180.35
856.9	10.945	36.056	180.37
857.9	10.943	36.056	180.36
858.9	10.929	36.058	180.34
859.9	10.882	36.055	180.31
860.8	10.856	36.043	180.24
861.8	10.85	36.036	180.14
